EIN,Name in IRS Master File,NTEE Code,NTEE Type (26),NTEE Classification,Affiliation,Founded,Overall,Financial Socre,Transparency Score,Tel,Website,Street,City,State,Zip
59-1052424,United Service Organizations Inc,W30,"Public, Society Benefit - Multipurpose and Other","Military, Veterans' Organizations",Subordinate ,"December, 1954",87.37,86.78,88,tel: (904) 778-2821,http://www.jaxuso.org/,P.O. Box 108,Jacksonville,FL,32212
36-2169197,Young Mens Christian Association Joliet,[Not Provided by IRS],[Not Provided by IRS],[Not Provided by IRS],Independent ,"September, 1936",91.95,97.09,89,tel: (815) 729-9638,http://jolietymca.org/,749 Houbolt Road,Joliet,IL,60431
43-1152398,Greater Kansas City Community Foundation,T31,"Philanthropy, Voluntarism and Grantmaking Foundations",Community Foundations,Independent ,"January, 1979",92.27,89.84,96,tel: (816) 842-0944,http://www.growyourgiving.org,1055 Broadway Blvd.,Kansas City,MO,64105
95-2369545,Greater Los Angeles Zoo Association,D11,Animal-Related,Single Organization Support,Independent ,"January, 1964",88.53,88.09,89,tel: (323) 644-4751,http://www.lazoo.org/glaza/,5333 Zoo Drive,Los Angeles,CA,90027
41-6008819,Greater Mankato Area United Way Inc,T70,"Philanthropy, Voluntarism and Grantmaking Foundations",Fund Raising Organizations That Cross Categories,Independent ,"August, 1957",80.85,75.26,89,tel: (507) 345-4551,http://www.mankatounitedway.org,101 North Second Street,Mankato,MN,56001
59-0624404,Greater Miami Jewish Federation,T70,"Philanthropy, Voluntarism and Grantmaking Foundations",Fund Raising Organizations That Cross Categories,Independent ,"February, 1953",93.47,95.41,92,tel: (305) 576-4000,http://www.jewishmiami.org,4200 Biscayne Boulevard,Miami,FL,33137
39-6036407,Greater Milwaukee Foundation Inc,T31,"Philanthropy, Voluntarism and Grantmaking Foundations",Community Foundations,Independent ,"October, 1942",96.48,97.06,96,tel: (414) 272-5805,http://www.greatermilwaukeefoundation.org/,101 West Pleasant Street,Milwaukee,WI,53212
41-1379021,Greater Minneapolis Crisis Nursery,P32,Human Services - Multipurpose and Other,Foster Care,Independent ,"September, 1983",88.2,83.32,100,tel: (763) 226-2072,http://www.crisisnursery.org,4544 Fourth Avenue South,Minneapolis,MN,55419
23-7039993,Greater Naples Young Mens Christian Assoc Inc,[Not Provided by IRS],[Not Provided by IRS],[Not Provided by IRS],Independent ,"August, 1971",88.68,88.38,89,tel: (239) 597-3148,http://greaternaplesymca.org/,5450 YMCA Roard,Naples,FL,34109
72-0408921,The Greater New Orleans Foundation,T31,"Philanthropy, Voluntarism and Grantmaking Foundations",Community Foundations,Independent ,"October, 1941",90.36,86.97,96,tel: (504) 598-4663,http://www.gnof.org/,1055 St. Charles Avenue,New Orleans,LA,70130
22-2691309,Greater Newark Conservancy Inc,C50,"Environmental Quality, Protection and Beautification",Environmental Beautification and Aesthetics,Independent ,"May, 1986",90.87,93.25,89,tel: (973) 642-4646,http://www.citybloom.org/,32 Prince Street,Newark,NJ,7103
38-3522782,Greater Ottawa County United Way Inc,T31,"Philanthropy, Voluntarism and Grantmaking Foundations",Community Foundations,Independent ,"July, 2000",92.27,89.07,100,tel: (616) 396-7811,http://www.ottawaunitedway.org,115 Clover Street,Holland,MI,49423
86-0539979,Greater Phoenix Economic Council,S30,"Community Improvement, Capacity Building",Economic Development,Independent ,"December, 1991",81.03,81.08,81,tel: (602) 256-7700,http://www.gpec.org/,2 North Central Ave,Phoenix,AZ,85004
25-1420599,Greater Pittsburgh Community Food Bank,K31,"Food, Agriculture and Nutrition","Food Banks, Food Pantries",Independent ,"September, 1982",88.95,84.38,100,tel: (412) 460-3663,http://www.pittsburghfoodbank.org/,One North Linden Street,Duquesne,PA,15110
54-1584969,Greater Richmond Scan -Stop Child Abuse Now-Inc,I72,"Crime, Legal-Related","Child Abuse, Prevention of",Independent ,"July, 1991",86.32,84.1,89,tel: (804) 257-7226,http://grscan.com,103 E. Grace Street,Richmond,VA,23219
41-1973442,Greater Twin Cities United Way,T70,"Philanthropy, Voluntarism and Grantmaking Foundations",Fund Raising Organizations That Cross Categories,Independent ,"June, 2000",92.16,89.67,96,tel: (612) 340-7400,http://www.unitedwaytwincities.org/,404 South Eighth Street,Minneapolis,MN,55404
81-0414042,Greater Yellowstone Coalition Inc,[Not Provided by IRS],[Not Provided by IRS],[Not Provided by IRS],Independent ,"April, 1984",91.51,88.69,96,tel: (406) 586-1593,http://www.greateryellowstone.org/,215 South Wallace Avenue,Bozeman,MT,59715
94-3311628,Great Schools,B90,Educational Institutions and Related Activities,Educational Services and Schools - Other,Independent ,"January, 1999",88.57,88.17,89,tel: (510) 740-2801,http://www.greatschools.org,1999 Harrison Street,Oakland,CA,94612
52-1660746,Green America,D30,Animal-Related,"Wildlife Preservation, Protection",Independent ,"September, 1991",78.76,71.06,92,tel: (800) 584-7336,http://www.greenamerica.org,"1612 K Street, NW",Washington,DC,20006
23-2687791,Green Corps Inc,C02,"Environmental Quality, Protection and Beautification",Management & Technical Assistance,Independent ,"August, 1992",77.48,70.12,89,tel: (303) 573-3865,http://www.greencorps.org/,1543 Wazee Street,Denver,CO,80202
95-4679811,Green Dot Public Schools,B29,[Not Provided by IRS],[Not Provided by IRS],Independent ,"September, 2001",93.12,91.14,96,tel: (323) 565-1600,http://www.greendot.org/,1149 S.Hill Street,Los Angeles,CA,90015
03-0162865,Green Mountain Club Inc,[Not Provided by IRS],[Not Provided by IRS],[Not Provided by IRS],Independent ,"April, 1979",82.23,77.42,89,tel: (802) 244-7037,http://www.greenmountainclub.org/,4711 Waterbury-Stowe Road,Waterbury Center,VT,5677
94-1676747,People For Open Space Inc,C01,"Environmental Quality, Protection and Beautification",Alliance/Advocacy Organizations,Independent ,"May, 1966",75.02,64.91,96,tel: (415) 543-6771,http://www.greenbelt.org,312 Sutter Street,San Francisco,CA,94108
93-0467412,Greenhill Humane Society,D20,Animal-Related,Animal Protection and Welfare,Independent ,"May, 1957",91.73,89.02,96,tel: (541) 689-1503,http://www.green-hill.org/,88530 Green Hill Road,Eugene,OR,97402
75-1022742,Greenhill School,B20,Educational Institutions and Related Activities,"Elementary, Secondary Education, K - 12",Independent ,"March, 1953",86.76,84.86,89,tel: (972) 628-5501,http://www.greenhill.org/,4141 Spring Valley Road,Addison,TX,75001
31-0036036,Greening Of Detroit,C50,"Environmental Quality, Protection and Beautification",Environmental Beautification and Aesthetics,Independent ,"April, 1990",84.68,84.38,85,tel: (313) 237-8733,http://www.greeningofdetroit.com/,1418 Michigan Avenue,Detroit,MI,48216
20-0407083,Greenlight Fund Inc,S50,"Community Improvement, Capacity Building",Nonprofit Management,Independent ,"September, 2004",78.77,98.85,70,tel: (617) 912-8983,http://greenlightfund.org/,200 Clarendon Street,Boston,MA,2116
95-3313195,Greenpeace Fund Inc,C12,"Environmental Quality, Protection and Beautification",Fund Raising and/or Fund Distribution,Independent ,"January, 1979",89.36,87.26,92,tel: (800) 328-0678,http://www.greenpeacefund.org,"702 H Street, NW",Washington,DC,20001
56-0949932,Greensboro Independent School Corporation,B24,Educational Institutions and Related Activities,"Primary, Elementary Schools",Independent ,"August, 1975",81.55,76.34,89,tel: (336) 288-8590,http://www.greensboroday.org,5401 Lawndale Drive,Greensboro,NC,27455
56-0890545,Greensboro Urban Ministry,P20,Human Services - Multipurpose and Other,Human Service Organizations - Multipurpose,Independent ,"March, 1973",96.77,97.8,96,tel: (336) 271-5959,http://www.greensborourbanministry.org/,305 West Lee Street,Greensboro,NC,27406
57-0855205,Greenville Free Medical Clinic,[Not Provided by IRS],[Not Provided by IRS],[Not Provided by IRS],Independent ,"December, 1988",93.66,91.98,96,tel: (864) 232-1470,http://www.greenvillefreeclinic.org/,600 Arlington Avenue,Greenville,SC,29601
57-6000563,South Carolina Society For The Prevention Of Cruelty To Animals,D20,Animal-Related,Animal Protection and Welfare,Independent ,"September, 1949",94.31,99.27,92,tel: (864) 242-3626,http://www.greenvillehumane.com/,305 Airport Road,Greenville,SC,29607
06-0653118,Greenwich Academy Inc,B20,Educational Institutions and Related Activities,"Elementary, Secondary Education, K - 12",Independent ,"November, 1938",86.15,95.25,81,tel: (203) 625-8976,http://www.greenwichacademy.org,200 North Maple Avenue,Greenwich,CT,6830
06-0646657,Greenwich Country Day School Inc,B24,Educational Institutions and Related Activities,"Primary, Elementary Schools",Independent ,"May, 1939",77.76,74.95,81,tel: (203) 863-5640,http://www.greenwichcds.org,401 Old Church Road,Greenwich,CT,6836
06-6036049,Greenwich Historical Society Inc,A82,[Not Provided by IRS],[Not Provided by IRS],Independent ,"April, 1957",72.67,64.39,85,tel: (203) 869-6899,http://hstg.org/,39 Strickland Road,Cos Cob,CT,6807
06-6002281,Greenwich Library,B70,Educational Institutions and Related Activities,Libraries,Independent ,"December, 1943",79.1,74.54,85,tel: (203) 622-7957,http://www.greenwichlibrary.org,101 West Putnam Avenue,Greenwich,CT,6830
11-1660855,Grenville Baker Boys And Girls Club Inc,O23,Youth Development,Boys and Girls Clubs (Combined),Independent ,"June, 1986",90.67,87.43,96,tel: (516) 676-1460,http://www.gbbgc.org/,135 Forest Avenue,Locust Valley,NY,11560
24-0831491,Humane Society Of Lackawanna County,D20,Animal-Related,Animal Protection and Welfare,Independent ,"March, 1957",72.67,76.93,69,tel: (570) 586-3700,http://www.griffinpondanimalshelter.com/,967 Griffin Pond Road,South Abington Township,PA,18411
06-1664153,Grist Magazine Inc,C99,"Environmental Quality, Protection and Beautification","Environmental Quality, Protection, and Beautification N.E.C.",Independent ,"April, 2003",81.83,81.67,82,tel: (206) 876-2020,http://www.grist.org/,710 Second Avenue,Seattle,WA,98104
34-1283907,Gross Schechter Day School,X30,"Religion-Related, Spiritual Development",Jewish,Independent ,"September, 1979",82.43,83.99,81,tel: (216) 763-1400,http://www.grossschechter.org,27601 Fairmount Boulevard,Pepper Pike,OH,44124
04-2104265,Groton School,B25,Educational Institutions and Related Activities,"Secondary, High School",Independent ,"November, 1934",87.65,91.07,85,tel: (800) 396-6866,http://www.groton.org,282 Farmers Row,Groton,MA,1450
22-3694371,Grounds For Sculpture Inc,A25,"Arts, Culture and Humanities",Arts Education,Independent ,"May, 2000",93.47,91.69,96,tel: (609) 586-0616,http://www.groundsforsculpture.org/,80 Sculptors Way,Hamilton,NJ,8619
83-0498854,Groundspark,A31,"Arts, Culture and Humanities","Film, Video",Independent ,"December, 2007",61.61,61.24,62,tel: (800) 405-3322,http://groundspark.org/,4104 24th Street,San Francisco,CA,94114
13-6379135,Group For The East End Inc,C01,"Environmental Quality, Protection and Beautification",Alliance/Advocacy Organizations,Independent ,"September, 1972",86.35,80.7,100,tel: (631) 765-6450,http://www.groupfortheeastend.org/,54895 Main Road,Southold,NY,11971
13-2966004,Group Of Thirty,Q32,"International, Foreign Affairs and National Security",International Economic Development,Independent ,"March, 1979",86.08,94.88,81,tel: (202) 331-2472,http://www.group30.org,"1726 M Street, NW",Washington,DC,20036
25-1065148,Grove City College,B42,Educational Institutions and Related Activities,Undergraduate College (4-year),Independent ,"October, 1942",82.56,77.94,89,tel: (866) 386-3422,http://www.gcc.edu,100 Campus Drive,Grove City,PA,16127
13-2765465,Council On The Environment Inc,C30,"Environmental Quality, Protection and Beautification",Natural Resources Conservation and Protection,Independent ,"October, 1981",94.84,93.9,96,tel: (212) 788-7900,http://www.grownyc.org,51 Chambers Street,New York,NY,10007
59-2617151,Guadalupe Center Inc,P60,Human Services - Multipurpose and Other,"Emergency Assistance (Food, Clothing, Cash)",Independent ,"February, 1986",83.37,76.49,100,tel: (239) 658-1999,http://www.guadalupecenter.org,509 Hope Circle,Immokalee,FL,34142
87-0299521,Guadalupe Center Educational Programs Inc,[Not Provided by IRS],[Not Provided by IRS],[Not Provided by IRS],Independent ,"August, 1975",94.46,92.17,100,tel: (801) 531-6100,http://www.guadschool.org/,340 South Goshen Street,Salt Lake City,UT,84104
43-0652636,Guardian Angel Settlement Association,P33,Human Services - Multipurpose and Other,Child Day Care,Subordinate ,"March, 1946",88.53,83.78,100,tel: (314) 231-3188,http://www.gasastl.org,1127 N. Vandeventer Avenue,St. Louis,MO,63113
11-6003433,Guardians Of The Sick Inc,E80,Health - General and Rehabilitative,"Health, General and Financing",Independent ,"January, 1955",73.15,91.51,63,tel: (718) 438-2020,http://bicco.org/,5216 Eleventh Avenue,Brooklyn,NY,11219
38-1557146,Guest House Inc,G82,[Not Provided by IRS],[Not Provided by IRS],Independent ,"December, 1954",73.47,62.7,96,tel: (800) 626-6910,http://www.guesthouse.org,1601 Joslyn Road,Lake Orion,MI,48360
11-1687477,Guide Dog Foundation For The Blind Inc,[Not Provided by IRS],[Not Provided by IRS],[Not Provided by IRS],Independent ,"January, 1950",90.8,87.63,96,tel: (866) 282-8045,http://www.guidedog.org,371 East Jericho Turnpike,Smithtown,NY,11787
94-1196195,Guide Dogs For The Blind Inc,P86,Human Services - Multipurpose and Other,"Blind/Visually Impaired Centers, Services",Independent ,"June, 1955",88.41,83.89,97,tel: (800) 295-4050,http://www.guidedogs.com,350 Los Ranchitos Road,San Rafael,CA,94903
95-1586088,International Guiding Eyes Inc,P86,Human Services - Multipurpose and Other,"Blind/Visually Impaired Centers, Services",Independent ,"September, 1984",84.09,84.19,84,tel: (818) 362-5834,http://www.guidedogsofamerica.org,13445 Glenoaks Boulevard,Sylmar,CA,91342
23-7296531,Guide Dogs Of The Desert,[Not Provided by IRS],[Not Provided by IRS],[Not Provided by IRS],Independent ,"June, 1973",81.33,78.28,85,tel: (888) 883-0022,http://gddca.org,60740 Dillon Road,Whitewater,CA,92282
13-1854606,Guiding Eyes For The Blind Inc,P86,Human Services - Multipurpose and Other,"Blind/Visually Impaired Centers, Services",Independent ,"July, 1956",82.56,75.53,97,tel: (800) 942-0149,http://www.guidingeyes.org,611 Granite Springs Road,Yorktown Heights,NY,10598
38-2638465,Guiding Light Mission Inc,[Not Provided by IRS],[Not Provided by IRS],[Not Provided by IRS],Independent ,"May, 1986",89.88,87.53,93,tel: (616) 451-0236,http://www.lifeonthestreet.org,255 South Division Ave,Grand Rapids,MI,49503
59-0806978,Gulf Coast Humane Society Inc,D20,Animal-Related,Animal Protection and Welfare,Independent ,"February, 1951",81.42,96.28,74,tel: (239) 332-0364,http://www.gulfcoasthumanesociety.org/,2010 Arcadia Street,Fort Myers,FL,33916
01-0504905,Gulf Of Maine Research Institute,D50,Animal-Related,"Zoo, Zoological Society",Independent ,"May, 1996",79.09,70.43,100,tel: (207) 772-2321,http://www.gmri.org/,350 Commercial Street,Portland,ME,4101
72-1447742,Gulf Restoration Network,C01,"Environmental Quality, Protection and Beautification",Alliance/Advocacy Organizations,Independent ,"July, 1999",86.02,80.64,96,tel: (504) 525-1528,http://www.healthygulf.org,330 Carondelet St,New Orleans,LA,70130
59-1882749,Gulfcoast Legal Services Inc,I80,"Crime, Legal-Related",Legal Services,Independent ,"October, 1979",81.32,75.99,89,tel: (800) 230-5920,http://www.gulfcoastlegal.org/,501 First Avenue North Suite 420,St. Petersburg,FL,33701
41-0695524,Gustavus Adolphus College,B42,Educational Institutions and Related Activities,Undergraduate College (4-year),Independent ,"February, 1935",87.45,84.17,92,tel: (800) 726-6193,http://gustavus.edu/,800 West College Avenue,St. Peter,MN,56082
41-0854160,Guthrie Theatre Foundation,A65,"Arts, Culture and Humanities",Theater,Independent ,"July, 1962",83.08,78.76,89,tel: (612) 225-6169,http://www.guthrietheater.org/,818 South Second Street,Minneapolis,MN,55415
13-2890727,Guttmacher Institute Inc,[Not Provided by IRS],[Not Provided by IRS],[Not Provided by IRS],Independent ,"May, 1977",90,85.86,100,tel: (212) 248-1111,http://www.guttmacher.org,125 Maiden Lane,New York,NY,10038
75-2596111,H I S Bridge Builders,X21,"Religion-Related, Spiritual Development",Protestant,Independent ,"March, 1996",78.7,84.79,74,tel: (469) 621-5900,http://www.hisbridgebuilders.org,2075 W. Commerce Street,Dallas,TX,75208
36-3172591,Housing Opportunities & Maintenance For The Elderly Inc,[Not Provided by IRS],[Not Provided by IRS],[Not Provided by IRS],Independent ,"May, 1982",81.37,73.96,96,tel: (773) 921-3200,http://www.homeseniors.org/home.aspx,1419 West Carroll Avenue,Chicago,IL,60607
75-2473753,H O P E Farm Inc,P70,Human Services - Multipurpose and Other,"Residential, Custodial Care",Independent ,"March, 1992",84.44,88.9,81,tel: (817) 926-9116,http://www.hopefarminc.org,865 East Ramsey Avenue,Fort Worth,TX,76104
91-1914868,Habitat For Humanity International Inc,Q33,"International, Foreign Affairs and National Security",International Relief,Central ,"January, 1987",77.11,69.56,89,tel: (800) 422-4828,http://www.habitat.org,121 Habitat Street,Americus,GA,31709
58-2157723,Habitat For Humanity International Inc,[Not Provided by IRS],[Not Provided by IRS],[Not Provided by IRS],Subordinate ,"January, 1987",96.77,95.44,100,tel: (770) 587-9679,http://www.habitat-ncg.org/,814 Mimosa Boulevard,Rosewell,GA,30075
